fishery 1979 44.6569  12 0 0.000157597 -0.0813572
fishery 1979 44.6569  13 0 7.77718e-005 -0.0554764
fishery 1979 44.6569  14 0 0.000233378 -0.0999807
fishery 1979 44.6569  15 0.000363513 0.000372364 -0.00302526
fishery 1979 44.6569  16 0.000181756 0.000573222 -0.108355
fishery 1979 44.6569  17 0.000363513 0.000906549 -0.119921
fishery 1979 44.6569  18 0.00250706 0.00136641 0.205599
fishery 1979 44.6569  19 0.00150874 0.00188751 -0.0581616
fishery 1979 44.6569  20 0.00339708 0.0027575 0.0813582
fishery 1979 44.6569  21 0.00234407 0.00385693 -0.162893
fishery 1979 44.6569  22 0.00385281 0.0052277 -0.127286
fishery 1979 44.6569  23 0.00412678 0.00686268 -0.221299
fishery 1979 44.6569  24 0.00678075 0.00894621 -0.153598
fishery 1979 44.6569  25 0.0111601 0.0112236 -0.00403052
fishery 1979 44.6569  26 0.0097623 0.0139977 -0.240832
fishery 1979 44.6569  27 0.0141829 0.0170065 -0.145894
fishery 1979 44.6569  28 0.0175628 0.0201104 -0.121245
fishery 1979 44.6569  29 0.0200924 0.0235193 -0.151082
fishery 1979 44.6569  30 0.0258909 0.0268832 -0.0409903
fishery 1979 44.6569  31 0.0334759 0.0303824 0.120425
fishery 1979 44.6569  32 0.037074 0.0335441 0.130993
fishery 1979 44.6569  33 0.0446965 0.0365284 0.290919
fishery 1979 44.6569  34 0.0475311 0.0390069 0.294182
fishery 1979 44.6569  35 0.0547247 0.041159 0.456279
fishery 1979 44.6569  36 0.0554035 0.042748 0.418026
fishery 1979 44.6569  37 0.0590434 0.0438917 0.494212
fishery 1979 44.6569  38 0.0525608 0.0446169 0.257093
fishery 1979 44.6569  39 0.055812 0.0446834 0.359907
fishery 1979 44.6569  40 0.0552979 0.0444316 0.352373
fishery 1979 44.6569  41 0.0502891 0.0437282 0.214382
fishery 1979 44.6569  42 0.045795 0.04276 0.100236
fishery 1979 44.6569  43 0.0532653 0.0413743 0.398953
fishery 1979 44.6569  44 0.0457178 0.0398007 0.202242
fishery 1979 44.6569  45 0.0371865 0.0377779 -0.0207254
fishery 1979 44.6569  46 0.0289201 0.0353823 -0.233717
fishery 1979 44.6569  47 0.0284049 0.0329246 -0.16924
fishery 1979 44.6569  48 0.0200355 0.0302371 -0.398052
fishery 1979 44.6569  49 0.0139405 0.0271463 -0.54294
fishery 1979 44.6569  50 0.0567481 0.12191 -1.33086
fishery 1990 9.60364  12 0 9.61032e-005 -0.0289144
fishery 1990 9.60364  13 0 4.86162e-005 -0.019679
fishery 1990 9.60364  14 0 0.000141695 -0.0356549
fishery 1990 9.60364  15 0 0.000228723 -0.045881
fishery 1990 9.60364  16 0 0.000362981 -0.0582558
fishery 1990 9.60364  17 0 0.000604074 -0.0755668
fishery 1990 9.60364  18 0 0.000923451 -0.0937106
fishery 1990 9.60364  19 0 0.00128551 -0.110753
fishery 1990 9.60364  20 0 0.0019247 -0.135736
fishery 1990 9.60364  21 0 0.00273351 -0.16195
fishery 1990 9.60364  22 0 0.00373001 -0.189367
fishery 1990 9.60364  23 0 0.00499823 -0.219423
fishery 1990 9.60364  24 0.00165817 0.00659766 -0.188936
fishery 1990 9.60364  25 0 0.00840079 -0.285071
fishery 1990 9.60364  26 0 0.0106943 -0.322054
fishery 1990 9.60364  27 0 0.013258 -0.359081
fishery 1990 9.60364  28 0.000552724 0.0160185 -0.381638
fishery 1990 9.60364  29 0.00221089 0.0191372 -0.382759
fishery 1990 9.60364  30 0.00210185 0.0223809 -0.424763
fishery 1990 9.60364  31 0.00994903 0.0259275 -0.311527
fishery 1990 9.60364  32 0.0227363 0.0293625 -0.121613
fishery 1990 9.60364  33 0.0140773 0.0328306 -0.326094
fishery 1990 9.60364  34 0.01566 0.0359676 -0.337923
fishery 1990 9.60364  35 0.00700091 0.0389884 -0.51205
fishery 1990 9.60364  36 0.0483438 0.0414986 0.10635
fishery 1990 9.60364  37 0.028631 0.0436922 -0.228312
fishery 1990 9.60364  38 0.0271574 0.0454192 -0.271764
fishery 1990 9.60364  39 0.0437047 0.0464533 -0.0404678
fishery 1990 9.60364  40 0.0432274 0.0470395 -0.0557908
fishery 1990 9.60364  41 0.0590794 0.0471076 0.175093
fishery 1990 9.60364  42 0.0792291 0.0466312 0.479066
fishery 1990 9.60364  43 0.0512338 0.0455689 0.0841706
fishery 1990 9.60364  44 0.0896712 0.0441034 0.687682
fishery 1990 9.60364  45 0.0671612 0.0420761 0.38717
fishery 1990 9.60364  46 0.0986732 0.039521 0.94076
fishery 1990 9.60364  47 0.0726205 0.0367536 0.59066
fishery 1990 9.60364  48 0.0901793 0.0337181 0.969219
fishery 1990 9.60364  49 0.0493315 0.0302261 0.345762
fishery 1990 9.60364  50 0.0758092 0.13355 -0.526006
fishery 1992 32.1722  12 0 0.000108601 -0.0565659
fishery 1992 32.1722  13 0 5.71378e-005 -0.0395544
fishery 1992 32.1722  14 0 0.000154943 -0.0684356
fishery 1992 32.1722  15 0 0.000247335 -0.0874646
fishery 1992 32.1722  16 0 0.000381979 -0.109455
fishery 1992 32.1722  17 0 0.000619309 -0.140072
