 index year n comp_unit obs pred pearson
AI_survey 2024 25.6482  12 0 0.00131304 -0.182939
AI_survey 2024 25.6482  13 0.000193001 0.000837654 -0.112184
AI_survey 2024 25.6482  14 0.000285594 0.00111387 -0.125196
AI_survey 2024 25.6482  15 0.000503455 0.00169017 -0.145881
AI_survey 2024 25.6482  16 0.000375985 0.00233243 -0.204962
AI_survey 2024 25.6482  17 0.000381476 0.00308216 -0.246345
AI_survey 2024 25.6482  18 0.00173088 0.0042014 -0.193206
AI_survey 2024 25.6482  19 0.00529242 0.00536624 -0.00511231
AI_survey 2024 25.6482  20 0.00521959 0.0070483 -0.110627
AI_survey 2024 25.6482  21 0.0027384 0.00911665 -0.339677
AI_survey 2024 25.6482  22 0.00579286 0.0116317 -0.275669
AI_survey 2024 25.6482  23 0.00841767 0.0142847 -0.250314
AI_survey 2024 25.6482  24 0.0177233 0.0174567 0.0103061
AI_survey 2024 25.6482  25 0.0137213 0.0206965 -0.24807
AI_survey 2024 25.6482  26 0.0229287 0.0245216 -0.05215
AI_survey 2024 25.6482  27 0.0297546 0.0281814 0.0481351
AI_survey 2024 25.6482  28 0.0329198 0.0316378 0.0370876
AI_survey 2024 25.6482  29 0.0290574 0.0352579 -0.170241
AI_survey 2024 25.6482  30 0.0361509 0.0383335 -0.0575624
AI_survey 2024 25.6482  31 0.0294216 0.0412599 -0.301407
AI_survey 2024 25.6482  32 0.0356881 0.0434597 -0.193017
AI_survey 2024 25.6482  33 0.0399269 0.0450408 -0.124865
AI_survey 2024 25.6482  34 0.041947 0.0460318 -0.0987103
AI_survey 2024 25.6482  35 0.0635922 0.0462679 0.417626
AI_survey 2024 25.6482  36 0.0740942 0.0460544 0.677423
AI_survey 2024 25.6482  37 0.082323 0.044987 0.912141
AI_survey 2024 25.6482  38 0.0553254 0.0437446 0.286728
AI_survey 2024 25.6482  39 0.0683547 0.0419506 0.666941
AI_survey 2024 25.6482  40 0.0880904 0.0397802 1.25169
AI_survey 2024 25.6482  41 0.0657758 0.0371685 0.765748
AI_survey 2024 25.6482  42 0.0483372 0.0347698 0.375016
